id_of_post,url_of_post,likes_of_post,hashtags_of_post,description_of_post,post_was_liked_by,date_of_post
CSoIS1rq26o,https://www.instagram.com/p/CSoIS1rq26o/,210,#echtgraz #grazerinnenstadt #graz #citylove #fotoderwochegraz #tradition #steiermark #visitaustria #buylocal #meinestadtgraz #igersgraz #kaufingraz #discovergraz #visitgraz #altstadtliebe #supportyourlocal #igersgraz #steiermark #diestadtmeineslebens,"ECHT GRAZ PORTRAITS Kristina & Stephan mit   in der Girardigasse. Bereits um 1910, als der Grazer Schauspieler und Operettensänger Alexander Girardi am Grazer Thalia Theater Triumphe feierte, war die Konditorei in der damaligen Alleegasse ein beliebter Treffpunkt der Künstler und Grazer Bürger! Die 1881 gegründete Konditorei war von 1919 bis 2018 im Besitz der Familie Zafita und deren Nachfolgern. 2019 – genau 100 Jahre nach der Übernahme durch Zafita, sowie einigen Monaten Umbau, öffnet die Konditorei unter neuem Namen. Entstanden ist ein Lokal mit reizendem Kaffeehauscharme durch eine perfekte Verbindung zwischen Tradition und Moderne.   In der hauseigenen Meisterbackstube werden die köstlichen Torten und Mehlspeisen aus den besten  regionalen und saisonalen Produkten frisch für Sie kreiert.                                     schöne fotos und das mit Latte-Art klappt ja schon sehr gut :) bin stolz auf euch! Mhh 🤤 sieht aus, als wär ein Besuch notwendig 👏 👍👍👍👍☕️🍰",,2021-08-16T07:32:40.000Z
CR5syQYK9-r,https://www.instagram.com/p/CR5syQYK9-r/,184,#echtgraz #grazerinnenstadt #graz #citylove #fotoderwochegraz #tradition #steiermark #visitaustria #buylocal #meinestadtgraz #igersgraz #kaufingraz #discovergraz #visitgraz #altstadtliebe #supportyourlocal #igersgraz #steiermark #diestadtmeineslebens,Der Ausblick passt 😎                                     😍,,2021-07-29T06:47:13.000Z
CRvUd0kNFCY,https://www.instagram.com/p/CRvUd0kNFCY/,169,#echtgraz #grazerinnenstadt #graz #citylove #fotoderwochegraz #tradition #steiermark #visitaustria #buylocal #meinestadtgraz #igersgraz #kaufingraz #discovergraz #visitgraz #altstadtliebe #supportyourlocal #igersgraz #steiermark #diestadtmeineslebens,Schönen Sonntag ihr Lieben ❤                                    ,,2021-07-25T06:02:19.000Z
CRgf4w5K_cj,https://www.instagram.com/p/CRgf4w5K_cj/,253,#echtgraz #grazerinnenstadt #graz #citylove #fotoderwochegraz #tradition #steiermark #visitaustria #buylocal #meinestadtgraz #igersgraz #kaufingraz #discovergraz #visitgraz #altstadtliebe #supportyourlocal #igersgraz #steiermark #diestadtmeineslebens,"Die Installation ,,Mobiles Bethaus"" wurde vom Künstler Oskar Stocker, zusammen mit der jüdischen Gemeinde entworfen. Im Rahmen des Grazer Kulturjahres 2020,  wird das ,,Mobile Bethaus"" noch bis 24. Juli 2021 von 9 bis 22 Uhr vor dem Rathaus gezeigt.                                      Schalom Freunde 🙋‍♀️🕍🕎",,2021-07-19T11:53:30.000Z
CP3L5H9CK2K,https://www.instagram.com/p/CP3L5H9CK2K/,256,#echtgraz #grazerinnenstadt #graz #citylove #summer #fotoderwochegraz #tradition #steiermark #visitaustria #buylocal #meinestadtgraz #igersgraz #kaufingraz #discovergraz #visitgraz #altstadtliebe #feierabend #supportyourlocal #igersgraz #steiermark,"Summerfeeling 🍸🍹☀️                                       Tolle Stimmung 🤗   ich hab dich entdeckt 👏🙌😘  😉  und ich finde alles raus 😜😂 Feierabend Spritzer 😍 ❤️Tolles Bild, Sommer in Graz❤️",,2021-06-08T14:18:32.000Z
CQxdt29qt5L,https://www.instagram.com/p/CQxdt29qt5L/,85,#echtgraz #grazerinnenstadt #graz #citylove #fotoderwochegraz #tradition #steiermark #visitaustria #buylocal #meinestadtgraz #igersgraz #kaufingraz #discovergraz #visitgraz #altstadtliebe #supportyourlocal #igersgraz #steiermark #stadtmeineslebens,Graz 😍                                    ,,2021-07-01T05:30:14.000Z
CQK71naqlkc,https://www.instagram.com/p/CQK71naqlkc/,419,#echtgraz #grazerinnenstadt #graz #citylove #murinsel #fotoderwochegraz #tradition #steiermark #visitaustria #buylocal #meinestadtgraz #igersgraz #kaufingraz #discovergraz #visitgraz #altstadtliebe #insel #supportyourlocal #igersgraz #steiermark,Das Burgtor 🏰 Das älteste noch erhaltene Stadttor von Graz                                        ❤️Tolles Bild ❤️ Dürfte ich dieses Foto mal als Vorlage für ein Aquarellbild benutzen? ..es sieht nämlich echt super aus! 🥰 Sehr schön festgehalten! 👍🏻 Hallo 👋 wir sind neu hier und würden uns über einen Besuch und vielleicht auch ein Follow  auf unserer Seite freun 🙏☀️,,2021-06-16T06:23:03.000Z
CSEMIa2Kcuf,https://www.instagram.com/p/CSEMIa2Kcuf/,293,#echtgraz #grazerinnenstadt #graz #citylove #fotoderwochegraz #tradition #steiermark #visitaustria #buylocal #meinestadtgraz #igersgraz #kaufingraz #discovergraz #visitgraz #altstadtliebe #supportyourlocal #igersgraz #steiermark #diestadtmeineslebens,"ECHT GRAZ PORTRAITS BUON GIORNO, BONJOUR UND BUENOS DIAS! Das „Cosimo” steht für einen kurzen Moment der Ruhe und Entspannung in unserer hektischen Welt, den ihr hier auf eine Art und Weise genießen könnt, wie es unsere südlichen Nachbarn tun. Cosimo selbst stammt aus der Gegend von Apulien und wird euch mit seinem Team mit italienischen Kleinigkeiten, zum hier Essen oder zum Mitnehmen, verwöhnen. Allen voran ihre köstliche Auswahl an Tramezzini und Crostini. Das alles unter dem Zeichen der Olive, dem Symbol des mediterranen Lebensstils. Lasst auch verführen und genießt ein Glaserl Prosecco aus dem Veneto, ein mediterranes Glas Wein oder ein Glas Friulano. Dazu vielleicht ein Lachs-Tramezzino oder eine andere italienische Kleinigkeit. Italienisch für Anfänger und Fortgeschrittene.  https://www.cosimo.co.at/                                     Vielen Dank für das tolle Portrait 😍🙌👏👏 wunderbare Serie! 👏👏👏 😋 immer ein guter Platz zum Verweilen Love these pics. What models 🔥🔥 👏👏👏👏🥂🍽☕️👍❤️ 👌👌 👏👏 ❤️❤️❤️ 👏👏 😍wow😍",,2021-08-02T08:33:32.000Z
CQnRHsQiFP9,https://www.instagram.com/p/CQnRHsQiFP9/,160,#echtgraz #grazerinnenstadt #graz #citylove #fotoderwochegraz #tradition #steiermark #visitaustria #buylocal #meinestadtgraz #igersgraz #kaufingraz #discovergraz #visitgraz #altstadtliebe #supportyourlocal #igersgraz #steiermark #diestadtmeineslebens #kids #kindermode #geschenke #kinder,"ECHT GRAZ PORTRAITS  Kati Pilz mit ihrem wunderbaren Kindergeschäft    In der Pilzessin dreht sich alles um die „Größten“ – unsere Babies und Kinder. Ein Babygeschäft, ein Kindergeschäft, ein Geschäft für Alles, rund um das Thema Baby und Kind. Und auch das Geschäft ist ein kleiner, feiner, steirischer Familienbetrieb:  Neben Kati gibt es noch Mama Gabi Pilz. Aber auch Oma und Uroma sind jederzeit, wenn Hilfe benötigt wird, mit dabei. Also eigentlich 3 Mamas und eine Tochter mit viel Erfahrung und noch mehr Liebe zu Kindern. Aber nun zum Namen. Warum eigentlich Pilzessin? Einerseits natürlich, weil jeder Kunde ein Glückspilz ist 😊. Dann ist da noch der Familienname Pilz. Und weil Papa-Pilz einmal meinte, dass die Pilz-Frauen Allüren hätte wie Prinzessinnen, wurden sie zu Pilzessinnen und der Name des gemeinsamen „Babys“ war gefunden.  Die Pilzessin – und auch der Onlineshop www.pilzessin.at -  ist voll mit tollen Dingen für alle Wutzis, Zwerge, Flöhe, Dreikäsehochs, oder seltener heißen sie auch Schlingel, Frechdachs oder Bengel. Für kleine und große Weltentdecker und deren stilbewusste Eltern, Großeltern, Patentanten, Patenonkel, Tanten und Onkels, Freunde, Nachbarn bietet Familie Pilz handverlesene Lieblingsstücke zum Habenwollen, Kleidung, Spielzeug, Accessoires, trendige Newcomer-Artikel und besondere Geschenke zu Geburt und Taufe für das Baby sowie für Geburtstage und Anlässe wie Ostern und Weihnachten für das Kind. Nach dem Motto „alles-außer-gewöhnlich“ ist man immer auf der Suche nach Besonderheiten von globalen Labels, sowie von noch kleinen, oft unbekannten lokalen Herstellern. Dabei wird bei der Auswahl der Marken besonderen Wert auf Design, natürliche Stoffe und nachhaltige Verarbeitung, Qualität und Funktionalität gelegt.                                             👏👏👏👏👏 👏❤️ Ich liebe diese Maileg Mäuse 😍",,2021-06-27T06:27:45.000Z
CS3f6hnqOkh,https://www.instagram.com/p/CS3f6hnqOkh/,185,#echtgraz #grazerinnenstadt #graz #citylove #fotoderwochegraz #tradition #steiermark #visitaustria #buylocal #meinestadtgraz #igersgraz #kaufingraz #discovergraz #visitgraz #altstadtliebe #supportyourlocal #igersgraz #steiermark #diestadtmeineslebens,Flanieren ❤                                     👏 🚶🏼❤️ 🔥🔥,,2021-08-22T06:47:40.000Z
CQDJzAei0Xb,https://www.instagram.com/p/CQDJzAei0Xb/,136,#echtgraz #grazerinnenstadt #graz #citylove #fotoderwochegraz #tradition #steiermark #visitaustria #buylocal #meinestadtgraz #igersgraz #kaufingraz #discovergraz #visitgraz #altstadtliebe #outdoormöbel #supportyourlocal #igersgraz #steiermark,"ECHT GRAZ PORTRAITS  Das ist Sandra Grindling-Setznagel von der chillout area, die sie seit 2017 gemeinsam mit ihrem Mann Michael führt.  Also langjährige Profis in der Projektentwicklung und Gebäuderevitalisierung tätig, entstand die Idee, die komplette Gestaltung und Einrichtung von Terrassen-, Balkon- und Gartenbereichen anzubieten.  Auf der Suche nach „besonderen Outdoormöbeln“ ist eine umfangreiche und stilvolle Produktpalette für Kunden geschaffen worden und die chillout area war geboren.  Die chillout area in der Burggasse, Palais Trauttmansdorff, ist Fachpartner u.a. von Kettal, Nardi, Fermob, vetsak und Heatsail. Das Geschäft ist ein Ort, wo ideale Lösungen für alle, die ihren harmonischen Wohnstil mit durch designter Handschrift unter freiem Himmel verlegen möchten. Wohlfühloasen sind hier nicht nur ausgestellt, sondern vor allem Programm: Von internationalen Möbeldesignern für Garten und Terrasse bis hin zu harmonischen Gartengestaltung mit Naturpool oder Schwimmteich, der Kreativität des Teams rund um die chillout area sind keine Grenzen gesetzt. Daraus entstehen fantastische Outdoorbereiche mit dem gewissen Etwas, die alle aus einer Profihand entspringen. Das Credo: Warum nur Gartenmöbel platzieren, wenn man ganze Wohnräume im Freien erschaffen kann? Und für 2021 steht dafür alles im Zeichen von sanften Formen, klaren Linien, natürlichen Farbnuancen sowie flexiblen Bausystemen. Die heimische Terrasse macht eben Platz für innovative Gestaltungslösungen made by chillout area. Auch für den Objektbereich wie Gastronomie, Hotellerie etc. haben wir eine große Produktpalette zur Auswahl.                                     👏 👏👏👏👏😍 ✨",,2021-06-13T05:51:06.000Z
