username,like_linda,like_karl_peter,like_sandy,like_kevin,like_martin,like_claudia,used_hashtags
soundhorn,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,"['#2min2mio', '#bewusstheit', '#achtsamkeit', '#lebensfreude', '#berufung', '#musikgibtkraft', '#selbstwertschätzung', '#glaubandich', '#personalisiertenamenslieder', '#soundhorn', '#wahrheitleben', '#herzensweg', '#kinderlieder', '#mutigdiewelterobern', '#meditation', '#entspannung', '#aufstellung', '#selbstwert', '#sandraburgstaller', '#namenslieder', '#wertschätzung', '#dubistwertvoll', '#interview', '#psychotherapie', '#personalisiertelieder', '#zitamartus', '#robertdenk', '#wahrheit', '#klarheit', '#singen', '#wähle', '#maultrommel', '#instrumentenliebe', '#franzwimner', '#gewinnspiel', '#personalisiertekinderlieder', '#liebe', '#wirkungvonmusik', '#aboutBook', '#steirischewirtschaft', '#nurmut', '#individuellelieder', '#selbstvertrauenstärken', '#kraftlieder', '#mutigdiewelterobern🔥', '#geschenkkarte', '#interspar', '#selbstliebe', '#namen', '#deinestimme', '#wertvoll', '#musik', '#dubistgutgenug🔥', '#selbstbewusstsein', '#herz', '#dibistwertvoll', '#rhyhtmusinstrumentefürkinder', '#gesundheit', '#instrumente', '#cajon', '#klangbruder', '#jederistmusikalisch', '#selstbliebe', '#musikliebe', '#heimatlieder', '#friede', '#natur', '#schlaflieder', '#leichtigkeit', '#herzensfreude', '#folgedeinemherzen', '#bedeutungvonnamen', '#personalisiertegeschenke', '#diekraftderrituale', '#vortragsreihe', '#warumritualesowichtigsind', '#glaunandich', '#dubistwrrtvoll', '#musikimalltag', '#musikalsbreitensport', '#taufgeschenk', '#personalksiertenamenslieder', '#freude', '#personalisierteNamenslieder', '#mut', '#dasperfektegeschenk', '#mutigdiewelteroberm🔥', '#bewusstsein', '#rituale', '#taufgeschenke']"
eisteefreunde,8.33%,0.0%,0.0%,0.0%,0.0%,0.0%,"['#eisteefreunde', '#teaonthebeach', '#hibiskus', '#cassis', '#bio', '#organic', '#nachhaltig', '#eistee', '#test', '#produkttest', '#ausprobieren', '#cocktail', '#icedtea', '#tea', '#tealover', '#fresh', '#frucht', '#fruchtig', '#fruity', '#sommer', '#beeren', '#rot', '#warm', '#erfrischend', '#freitag', '#friday', '#wochenende', '#teeliebe', '#icetea', '#tee', '#ti', '#rooibos', '#rooibostee', '#rotbusch', '#pfirsich', '#peach', '#teampfirsich', '#yummi', '#lecker', '#empfehlung', '#summer', '#erfrischen', '#getränke', '#trinken', '#kalorien', '#rewe', '#bestewahl', '#schwarztee', '#blacktea', '#erfrischung', '#testen', '#montag', '#monday', '#feierabend', '#köln', '#cologne', '#topmate', '#vegan', '#mate', '#rauch', '#eisteepfirsich', '#probieren', '#rankweil', '#austria', '#österreich', '#mittwoch', '#milram', '#buttermilch', '#buttermilchdrink', '#zitrone', '#lemon', '#grüntee', '#greentea', '#grünertee', '#weekend', '#neuheit', '#produktneuheit', '#mutig', '#gewagt', '#neuimregal', '#interessant', '#teinacher', '#genusseistee', '#genuss', '#teamzitrone', '#wednesday', '#dailypost', '#badteinach', '#quelle', '#mineralwasser', '#wasser', '#inspiriti', '#agave', '#himbeere', '#holunderbeere', '#granatapfel', '#guarana', '#saft', '#international', '#bos', '#original', '#pur', '#pure', '#südafrika', '#southafrica', '#capetown', '#kapstadt', '#niederlande', '#holland', '#amsterdam', '#tester', '#jetferros', '#kombucha', '#waldbeere', '#minze', '#fermentiert', '#gegoren', '#lebendig', '#review', '#produktreview', '#gesund', '#healthy', '#bratee', '#bali', '#baliedition', '#limited', '#limitededition', '#mehrfrucht', '#vanille', '#capi', '#capital', '#capitalbra', '#bratan', '#bratina', '#rap', '#deutschrap', '#rappenundeistee', '#stuttgart', '#berlin', '#bra', '#rappermacheneistee', '#chillig', '#jumbo', '#goodenergy', '#energy', '#energydrink', '#netherlands', '#cranberry', '#ingwer', '#teste', '#veghel', '#supermarkt', '#einkaufen', '#pfanner', '#lime', '#limette', '#wenigerzucker', '#abnehmen', '#hagebutte', '#zuckerreduziert', '#weightwatchers', '#hamburg', '#christinen', '#christinenbrunnen', '#stevia', '#zucker', '#lamate', '#lama', '#peru', '#südamerika', '#dose', '#can', '#wach', '#koffein', '#besseralskaffee', '#wochenstart', '#liebherz', '#erdbeeren', '#rezept', '#rezepte', '#kochen', '#küche', '#selbstgemacht', '#selbermachen', '#homemade', '#frisch', '#einfachkochen', '#mjam', '#gender', '#münchen', '#erdbeere', '#rotwiedieliebe', '#fairment', '#klassik', '#klassiker', '#somer', '#süß', '#sweet', '#süßstoff', '#hitze', '#hochdiehändewochenende', '#eisteeohneende', '#eisteedesmonats', '#chai', '#chaiseven', '#icedchailatte', '#chailatte', '#milk', '#alnatura', '#vly', '#indien', '#urlaub', '#nachmachen', '#selfmade', '#vegetarisch', '#milch', '#milktea', '#share', '#guayusa', '#brombeere', '#berries', '#matcha', '#matchalover', '#trinkwasser', '#spende', '#treeoftea', '#nestea', '#giveaway', '#verlosung', '#gewinnen', '#win', '#gewinnspiel', '#überraschungsbox', '#geschenk', '#giveaways', '#verlosungen', '#gewinne', '#vielglück', '#fashion', '#testpaket', '#giveawaytime', '#contest', '#verlosen', '#tasting', '#guya', '#drinkguya', '#guayusatee', '#southamerica', '#dschungel', '#toll', '#ilexguayusa', '#ecuador', '#mango', '#ananas', '#pineapple', '#testerin', '#exotisch']"
billardcafe_immervoll,0.0%,0.0%,14.29%,11.11%,0.0%,0.0%,"['#Repost', '#hotshots', '#tablesoccer', '#tfchotshots', '#plexiglas', '#masken', '#wuzzeln', '#verein', '#immervoll', '#immervollgraz', '#garlando', '#tischfussball', '#tischfussballingraz', '#supportlocal', '#bingoqueen', '#kingofthebingo', '#grazlend', '#graz', '#lendplatz', '#billardcafe', '#quarantäne', '#wandern', '#zeitindernatur', '#zeitzuhause', '#bleibtgesund', '#mitarbeiterathome', '#billard', '#pool', '#snooker', '#carambol', '#wuzeln', '#dart', '#foodanddrinks', '#comeandplay', '#baldistwiederoffen', '#opensoon', '#savethenight', '#bingobussibaba', '#musikbingo', '#bingo', '#artist', '#band', '#music', '#live', '#concert', '#fun', '#game', '#austria', '#spazierengehen', '#spaziergangmitbaby', '#playingpool', '#ourdoorsareopen', '#unseretürenstehenoffen', '#radlfahrn', '#frischeluft', '#back', '#graffiti', '#underwatherworld', '#aufwand', '#character', '#newpage', '#homepagedone', '#endlichfertig', '#neuehomepage', '#wiederoffen', '#endlichwiederda', '#summertime', '#sommer', '#sommeringraz', '#bingosounds', '#bingoAbend', '#jägermeister', '#biszumnächstenmal', '#wirfreuenunsaufeuch', '#jetztauchbeiuns', '#GEWINNSPIEL', '#Musikbingo', '#win', '#gewinn', '#burger', '#pizza', '#beer', '#livekonzert', '#hundefrauchen', '#loveyourdog', '#sonntagzeitfürbillard', '#triathlon', '#allejahrewieder', '#bestegäste♥️', '#wochenende', '#hochdiehändewochenende', '#samstag', '#schutzmaßnahmen', '#tabelsoccer', '#drehfußball']"
denisevorraber,0.0%,0.0%,0.0%,11.11%,0.0%,0.0%,"['#forbes30under30', '#venice', '#italy', '#mastermind', '#femaleempowerment', '#femalefounders', '#feminds', '#company', '#companyculture', '#employee', '#insiderockets', '#keynotespeaker', '#startup', '#startupfounder', '#blacklivesmatter', '#corgi', '#corgi❤️', '#rain', '#igersgraz', '#graz', '#growth', '#onlineacademy', '#startups', '#dog', '#frenchie', '#frenchbulldog', '#dogcontent', '#teamhund', '#rainonme', '#cofoundergoals', '#cofounders', '#corgisofinstagram', '#corgilove', '#femalemastermind', '#speaking', '#keynote', '#womentech', '#vortrag', '#international', '#conference', '#globalconference', '#global', '#speaker', '#startupscenegraz']"
ideentriebwerk,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,"['#ideentriebwerk', '#startups', '#startupstory', '#Startupscenegraz', '#austrianstartups', '#stammtisch', '#austria', '#igersgraz', '#gründermesse', '#gründerszene', '#gründerstammtisch', '#ideentriebwerkgraz', '#startupspritzer', '#motivationalmonday', '#happymonday', '#goodmorning', '#startupquotes', '#qotd', '#graz', '#entrepreneurship', '#visionnaire', '#inspiration', '#success', '#charlesswindoll', '#ideentriebwerkgraz🚀', '#74', '#startupscenegraz', '#fuckupnights', '#startup', '#startuptipps', '#startuphelpingstartups', '#startuptips💡', '#austrianstartup', '#podcast', '#motivation', '#quotes', '#businesswriting', '#schreibtipps', '#gründermesse', '#gründerszene', '#gründerstammtisch', '#FamilyFriday', '#startupaustria', '#pitch', '#startuppitch', '#fuckupstory', '#unicorngraz', '#foundersvoices', '#team', '#pr', '#marketing', '#teamspirit', '#hr']"
davpro90,25.0%,0.0%,14.29%,11.11%,50.0%,42.86%,"['#verrücktnachmarry', '#icetea🌱', '#eistee', '#fun', '#funny', '#whatsbetter', '#whattodo', '#quiz', '#vote', '#raspberries', '#mate', '#drinks', '#challenge', '#choose', '#decisions', '#friendship', '#friends', '#partnerincrime', '#crazy', '#littlebitcrazy', '#tongue', '#showtongue', '#filter', '#marryicetea', '#refresh', '#refreshing', '#icetea', '#langeweile', '#neues', '#beauty', '#lieblingsmensch', '#shooting', '#grimaces', '#notserious', '#humour', '#productshot', '#funatwork', '#dontworrybemarry', '#icedtea', '#berrydrink', '#haidenspass', '#aeijst', '#newdrink', '#passion', '#wodka', '#alcohol', '#somethingnew', '#thinkdifferent', '#teamwork', '#drinking', '#cheers', '#deliciousdrink', '#business', '#collaboration', '#haidi', '#shadows', '#shadow', '#drink', '#instarunners', '#perfectmatch', '#haha', '#motivation', '#goals', '#reflections', '#cooking', '#bromance', '#bestcousin', '#eating', '#foodporn', '#foodlover', '#chappi', '#friendshipgoals', '#knödelmitei', '#delicious', '#hobbycooking', '#newphew', '#uncle', '#family', '#familytime', '#berries', '#local', '#styria💚', '#lesssugar', '#cute', '#bestnephew', '#chocolate', '#mmmmh', '#chocolatelover', '#magic', '#effects', '#videoeffects', '#smile', '#gutaufgelegt', '#videodreh', '#shakeshakeshake', '#shake', '#cooldrinks', '#regional', '#marrymindset', '#bff', '#partnerincrime😈', '#berry', '#urban', '#startup', '#austria', '#proud', '#natur', '#yasmintee', '#ingredients', '#experiment', '#organic', '#snapshot', '#startuplife', '#random', '#graz', '#advertisement', '#keepsmiling', '#drinks🍹', '#puzzle', '#picture', '#berries🍓', '#freshdrink', '#fresh', '#marry', '#creative', '#concentration', '#schaufenster', '#productdesign', '#products', '#herrengassegraz', '#newcustomer', '#togetherisbetter', '#berrys', '#berrylove', '#marryKunde', '#erhatdiehaareschön', '#barbershop', '#gin', '#cooperation', '#drinklocal', '#vegandrink', '#glassbottle', '#somethingaboutmarry', '#blackberries', '#bigeyes', '#drinkandfun', '#juicy', '#secret', '#wholefruit', '#delicous', '#verrücktnachbarry', '#tasty', '#styria', '#drinkthis', '#entrepreneur', '#getränke', '#trinkenhilft', '#handmade', '#handmadewithlove', '#grimace', '#youngandurban', '#sunset', '#perfectmoment', '#partneriscrime']"
lucamagdalenaulz,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,"['#budapest', '#studentmussmansein', '#thursdayvibes', '#iamgettingold', '#bruisesbutmuchfun', '#sorrynotvegan', '#brisbanecity👣', '#Iamtheluckiestgirl😅', '#theperfectsizeforacoffeecup', '#exploretogether', '#happyus', '#coffeecupcrime', '#cappuccinoforsure', '#latteartlicious', '#excitedgirl', '#butdrivecarefully', '#bytheocean', '#homeinnotime', '#14hoursdone', '#6hourstogo', '#omasfotoskills', '#happykid', '#schnappschuss', '#oldbutgold', '#ulzfamily', '#unübertrefflich', '#proudtobepart']"
_katrina_melanja_,0.0%,0.0%,0.0%,0.0%,16.67%,28.57%,"['#boston', '#qualitytime', '#beautifulview', '#aupairlife', '#ringanapeople', '#salzburg', '#ringana', '#love', '#touri', '#sightseeing', '#hiking', '#bärenschützklamm', '#naturelover', '#beautifulaustria', '#visitaustria', '#styria💚', '#awareness', '#tbf', '#friendshipgoals', '#travelbuddy', '#internationalfriendship', '#newyear', '#newopportunities', '#2021', '#newmemoriestocome', '#happynewyear', '#breathtakingview', '#ocean', '#nature', '#bealive', '#allthatcountsarethelittlemoments', '#blackouttuesday', '#bmw', '#bmw4', '#bmwgrancoupe', '#lovemynewbabe', '#austin', '#newfamilymember', '#bmwgang', '#finally', '#verdient', '#believeandyouwillachieve', '#trust', '#achieverofunrealisticshit', '#youremine', '#hatersgonnahate', '#vibe', '#cargirl', '#carlover', '#mindset', '#dreamcometrue', '#luxury', '#luxurygoals', '#travel', '#traveltime', '#croatiatime', '#croatia', '#sunrise', '#sisterstrip', '#birthdaytrip', '#finallyvacation', '#roadtrip', '#austin420i', '#repost', '#sistertattoo', '#qualitytime❤️', '#tattoo', '#roots', '#cats', '#catlovers', '#universe', '#childoftheuniverse', '#geniessereiammarkt', '#amazingfood', '#graz', '#lovefood', '#foodie', '#enjoyingmybirthday', '#muscarisfrizzante', '#ilovemybirthday', '#ilovemylife', '#family', '#birthday', '#colorfullife', '#fashion', '#timeforadress', '#fancy', '#livingthegoodlife', '#sofree', '#sofresh', '#goodvibes', '#glamgirls', '#throwbackthursday', '#newyorkcity', '#breathtakingviews', '#oneworldtradecenterobservatory', '#timesquare', '#empirestatebuilding', '#centralpark', '#guggenheimmuseum', '#inlove', '#flowers', '#sunshine', '#botanicalgarden', '#enjoyingnaturesbeauty', '#steiermark', '#dobiniherdogherihin', '#lovenature', '#bright', '#beberhexa', '#home', '#favoritesongrightnow', '#missaustriasomuch', '#tryingnewways', '#inspirationalpost', '#tb', '#vorderergosausee', '#feeleverymoment', '#exciting', '#selfdevelopment', '#changeyourvibe', '#highvibe', '#washingtondc', '#travelgram', '#america', '#livingmydream', '#dreamcametrue', '#takebreaks', '#nevergiveup', '#youcandoit', '#großersonnstein', '#mountaintop', '#naturelove', '#throwback', '#newfriends', '#funtimestogether', '#exploreboston', '#lastcallpitches', '#newmemories', '#besties', '#morningslikethis', '#morningslikethese', '#happiness', '#skyismyfavoritecolor', '#sun', '#summervibes', '#beautifullake', '#mountains', '#perfectmoment', '#perfectshot', '#justletmefly', '#readyfortakeoff', '#memyselfandI', '#vacation', '#tbt', '#wandern', '#mountainlove', '#outdoorphotography', '#Österreich', '#extraordinaryview', '#adventure', '#explore', '#bergmensch', '#365austria', '#bergwelten', '#beautifulday', '#view', '#landscape', '#steigauf', '#paradies', '#wanderlust', '#austria', '#loves_austria', '#austriavision', '#autvibes', '#miami', '#wynwoodwalls', '#wynwoodartdistrict', '#goodbyeusa🇺🇸', '#seeyasoon']"
simon_reindl_,0.0%,0.0%,0.0%,11.11%,33.33%,14.29%,"['#vollfein', '#verrücktnachmarry', '#sfachlgraz', '#startup', '#foodandbeverage', '#business', '#pictureoftheday', '#rcbirkfeld', '#wolfsrudelsportsteam', '#gohardorgohome', '#startupbusiness', '#startuplife', '#motivation', '#drinkdifferent', '#regionalität', '#plastikfrei', '#vegan', '#österreich', '#steiermark', '#trinken', '#erfrischung', '#durstlöscher', '#drinks', '#urban', '#graz', '#igersgraz', '#eistee', '#nachhaltig', '#swimbikerun', '#agenturreindl', '#meinhausbaugmbh', '#bfast', '#im70', '#zellamsee', '#ironman', '#finisher', '#awesomefood', '#eatandstyle', '#greatday', '#awesomedrinks', '#nicehaircut', '#earlybird', '#sunrise', '#teufelstein', '#home', '#goodtime', '#breakfast', '#gönnung', '#foodlover', '#greatpeople', '#funday', '#funfunfun', '#wedding', '#love', '#friends', '#selfie', '#suitup', '#bowtie', '#weekend', '#grateful', '#enjoylife', '#leckerpizza', '#homemade', '#relax', '#schurl', '#ginmarry', '#speechless', '#proud', '#trilife', '#triaustria', '#tartu2018', '#europeanchampionship', '#wanderlust', '#deuter', '#marryicetea', '#mariazell', '#felberschoko', '#running', '#brooksrunning', '#hausberg', '#hardworkeasywork', '#gatsch', '#garry', '#officeday', '#friday', '#workhard', '#hustle', '#happy', '#innvestmentpunk', '#makersgonnamake', '#digital', '#neweconomy', '#verrücktnachbarry', '#picoftheday', '#landscapephotography', '#photography', '#teambuilding', '#tb', '#family', '#messe', '#innsbruck', '#fafga', '#itell']"
maja.autumn,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,"['#spring', '#flowers', '#womensday', '#igersgraz', '#weiterbildung', '#wifiwalk', '#lifelonglearning', '#motivation', '#blueberry', '#chiaseed', '#banana', '#breakfast', '#gojiberry', '#healthyfood', '#vegan', '#veganfood', '#whatveganseat', '#yummy', '#tasty', '#fruits', '#frühstück', '#graz', '#schlossberg', '#instagraz', '#startuplife', '#instagram', '#newtoinsta', '#tbsummer', '#winter', '#visitgraz', '#superfood', '#bowl', '#veganbreakfast']"
kubo_app,8.33%,0.0%,14.29%,11.11%,0.0%,0.0%,"['#kuboapp', '#brot', '#brotbackenmitsauerteiginperfektion', '#brotbackenmitliebe', '#brotduft', '#brotliebe', '#brotbackenistliebe', '#bäckerei', '#genuss', '#vollergeschmack', '#handwerk', '#ressourcenschonen', '#hoamatliebe', '#natursauerteig', '#konditorei', '#schokolade', '#schokoliebe', '#schokoladenmanufaktur', '#treue', '#loyalty', '#loyalität', '#kundenbindung', '#regional', '#birkfeld', '#steiermark', '#graz', '#wiedereröffnung', '#wiedereröffnungnachcorona', '#gastgarten', '#kaffeegenuss', '#coffeevibes', '#kaffee', '#kaffeekultur', '#kaffeeingraz', '#grazcoffee', '#supportyourlocalcoffeeroaster', '#coffeelover', '#frühling', '#gastgartensaison', '#frühlinggraz', '#visitgraz', '#punktesammeln', '#vorteilegenießen', '#bonussystem', '#frühstücksliebe', '#breakfastclub', '#frühstückistdiewichtigstemahlzeitdestages', '#reopening', '#cafefotter', '#cafefottergraz', '#kaffehaus', '#kaffeehauskultur', '#fotterbreakfastclub', '#fottern', '#frühstückingraz', '#frühstückeningraz', '#breakfastingraz', '#bestbreakfast', '#foodlovers', '#howtodo', '#hamster', '#hamsterliebe', '#nohamsterswereharmed', '#basteln', '#kleber', '#crafting', '#grazliebe', '#rebranding', '#kundengewinnung', '#stammkunden', '#neukundengewinnung', '#treueapp', '#hamstergram', '#summervibes', '#sommerpause', '#urlaubszeit', '#socialmediapause', '#pausensindwichtig', '#worklifebalance', '#mentalhealth', '#shoppingingraz', '#grazerfoodie', '#foodingraz', '#cooking', '#cookingwithwine', '#kochenmitliebe', '#kochenmitwein', '#weintrinker', '#weinliebhaber', '#winelovers', '#laughoftheday', '#quotes', '#quoteoftheday', '#startup', '#startupscene', '#startupaustria', '#linz', '#austria', '#kundenbonus', '#aktionen', '#geldsparen', '#geldsparenleichtgemacht', '#startupgraz', '#startupscenegraz', '#partnerbetriebe', '#grazundumgebung', '#techniccenter', '#haushaltsgeräte', '#elektrofachgeschäft', '#elektrofachhandel', '#kundenservice', '#familienbetrieb', '#reparierenstattwegwerfen', '#reparierenistwertschätzen', '#reparierenstattneukaufen', '#nachhaltig', '#nachhaltigimalltag', '#cheersrost', '#genussstück', '#regionaleinkaufen', '#nachhaltigeinkaufen', '#supportyourlocals', '#köstlichkeiten', '#smallbusiness', '#supportsmallbusiness', '#styria', '#interview', '#dasgrammgraz', '#dasdekagramm', '#unverpackteinkaufen', '#plastikfreieinkaufen', '#zerowaste', '#zerowasteliving', '#unverpacktladen', '#ökologisch', '#unverpackt', '#regionaleprodukte', '#zerowasteshopping', '#plastikfrei', '#nachhaltigleben', '#nachhaltigingraz', '#zerowastekitchen', '#derzerowasteladen', '#zerowastevienna', '#zerowasteaustria', '#zerowastegraz', '#treuepunkte', '#sammeln', '#frischesbrot', '#weiz', '#backenmitliebe', '#datenschutz', '#datenkrake', '#privatsphäre', '#konsumentenschutz', '#anonymitätwahren', '#feedbacksystem', '#grazaustria', '#appentwicklung', '#tellers', '#feedback', '#umfrage', '#hamstern', '#sparen', '#punktesammler', '#onlineshopping', '#shopping', '#schnäppchen', '#schnäppchenjäger', '#belohnen', '#gönndir', '#app', '#shoppingonline', '#shoppinggraz', '#oberösterreich', '#sestrastore', '#shoplocal', '#conceptstore', '#fashion', '#livingingraz', '#cityofgraz', '#aktion', '#gratis', '#lieblingslokal', '#neukunden', '#bonus', '#giveaway', '#gewinnspiel', '#dasgramm', '#zerowastebaby', '#freudeschenken', '#meilenstein', '#feiern', '#marryicetea', '#lavabräu', '#prost', '#erfrischung', '#qrcodes', '#qrcodescanner', '#montag', '#thesedays', '#wochenstart', '#lovetoshop', '#baddays', '#goodoutfit', '#shoppingquotesoftheday', '#breakfast', '#breakfasttime', '#frühstück', '#frühstückengehen', '#brunch', '#gaumenfreuden', '#esseningraz', '#grazfoodie', '#grazfood', '#grazfoodguide', '#grazfoodscene', '#grazfoodspots', '#partnerbetrieb', '#genusstückgraz', '#eröffnung', '#supportyourlocal', '#regionaleköstlichkeiten', '#steirisch', '#heimisch', '#gemeinsamwasbewegen', '#kreatives', '#gutscheineinlösen', '#kundengewinnen', '#schnäppchenalarm', '#anleitungen', '#brunchlovers', '#brunchpartnersincrime', '#brunchhard', '#brunchhardorgohome', '#brunchen', '#party', '#loyaltyapp', '#visitlinz', '#visitaustria', '#kundenzufriedenheit', '#hamsterlove', '#danke']"
marryicetea,8.33%,16.67%,0.0%,11.11%,16.67%,28.57%,"['#verrücktnachmarry', '#zischfrischamtisch', '#marryicetea', '#marry', '#beerig', '#beerigbierig', '#beer', '#bierig', '#biermischgetränk', '#erfrischung', '#erfrischungsgetränk', '#lavabräu', '#sprudel', '#spritzig', '#erfrischend', '#gaumenfreude', '#prost', '#cheers', '#colddrink', '#urlaubsfeeling', '#holidays', '#summerfeeling', '#spaß', '#freude', '#happy', '#larry', '#lavabräumeetsmarry', '#graz', '#startup', '#grazerstartup', '#grazerdrink', '#carryicetea', '#carry', '#blacktea', '#ceylon', '#elder', '#lemon', '#zitrone', '#kunsthaus', '#kunsthauscafé', '#kunsthauscafegraz', '#kunsthauscafémeetscarry', '#schwarztee', '#zitronig', '#holunder', '#frisch', '#lecker', '#eistee', '#icetea', '#genussreich', '#sommer', '#sommergetränk', '#bestdrink', '#genießen', '#partnerschaft', '#staytuned', '#carrymeetsspar', '#carryimspar', '#youngandurban', '#SPAR', '#SPARösterreich', '#news', '#zitronigsüß', '#zitroneneistee', '#eiskalt', '#drink', '#summerdrink', '#summer', '#summervibes', '#erfischungsgetränk', '#regional', '#genuss', '#regionalergenuss', '#igersgraz', '#grazereistee', '#marryvorrat', '#steiermark', '#madeinaustria', '#local', '#madeinstyria', '#elderflower', '#beeren', '#mate', '#rooibos', '#icedtea', '#vegan', '#veganereistee', '#veganaustria', '#veggie', '#2min2mio', '#herrengasse', '#drinkstagram', '#spar', '#verrücktnachmarry', '#newdrink', '#refresh', '#comingsoon', '#zischfrisch', '#exciting', '#Gewinnspiel', '#genießerpackage', '#rauerssprösslinge', '#plantbased', '#organic', '#healthyfood', '#healthysnacks', '#snack', '#sprösslinge', '#microgreens', '#baumwollsackerl', '#genussvoll', '#steirisch', '#Beereneistee', '#gewinnspiel', '#win', '#lifestyle', '#food', '#newproduct', '#newin', '#soon', '#spritzigemomente', '#holypit', '#naturdeo', '#verrücktnachlarry', '#marrymeetsbeer', '#goodvibes', '#zischfrischlarry', '#tasty', '#nowavailable', '#teamgoals', '#marryme', '#freitag', '#schlossberg', '#frühling', '#roiboos', '#2min2mil', '#koffeinfrei', '#koffeinfreiemarry', '#sonne', '#beerige', '#kids', '#familiengetränk', '#berries', '#marryaperitif', '#aperitif', '#apéritif', '#apéritiftime', '#sommeraperitif', '#beerigeraperitif', '#selfmade', '#selfmadeaperitif', '#regionaleraperitif', '#klassischeraperitiv', '#aperitifcocktails', '#cocktail', '#süßeraperitiv', '#erfischend', '#feiern', '#gartenparty', '#grillabend', '#mixing', '#cocktailmixing', '#marrymixing', '#rezepte', '#aperitifrezept', '#bestaperitif', '#doityourself', '#lavarbräu', '#bier', '#beereneistee', '#beerigesbier', '#urlaubsgefühl', '#urlaub', '#träumen', '#liebe', '#zischen', '#hitze', '#abkühlung', '#kühlend', '#lieblingsgetränk', '#durst', '#durstlöschen', '#wochenende', '#grazerstarup', '#youngandurbanbyspar', '#sparösterreich', '#sparmeetsmarryicetea', '#drinks', '#grazericetea', '#healthyicetea', '#shopping', '#zirtronen', '#sparmeetscarry', '#fresh', '#iceteas', '#icetealemon', '#iceteatime', '#drinkmarry', '#bemymarry', '#rotbusch', '#matetea', '#marrytheberriedicetea', '#kino', '#cinema', '#glücksgefühle', '#love', '#kribbeln', '#couple', '#verlieben', '#schmetterlingeimbauch', '#kinoliebe', '#ersteberührung', '#loveatthefirsttouch', '#schubertkino', '#schubertkinograz', '#marrynews', '#launch', '#colddrinks', '#newcomer', '#gettogether', '#localbusiness', '#Gaumenfreude', '#bestergeschmack', '#süffig', '#spritzigeMomente', '#marrykida', '#familie', '#family', '#muttertag', '#natur', '#regionalereistee', '#urbandrinks', '#SriLanka', '#lieblingseistee', '#carrymehome', '#gemeinsamgenießen', '#natureistee', '#sommerliebe', '#liebeaufdenerstenschluck', '#marrymeetslavabräu', '#prickeln', '#momente', '#durstlöscher', '#drinkbythepool']"
